dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,cols,,
operations/Fistula Operation,operations,Female Genittal - Countries,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Female genital mutilation prevalence (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Female genital mutilation prevalence (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genittal - Fistula Countries,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence - Fistula Region,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence - Region,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence-Fistula Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence-Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Average - Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Average - Fistula Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Average - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Average - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Fistula Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Fistula Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Life Risk Maternal Death - Country,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Lifetime risk of maternal death (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Lifetime risk of maternal death (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Life Risk Maternal Death-Fistula Country,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Lifetime risk of maternal death (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Lifetime risk of maternal death (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Teenage Marriage - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Marriage - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Women who were first married by age 15 (% of women ages 20-24)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Women who were first married by age 15 (% of women ages 20-24),avg,quantitative,cols,,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,rows,,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,rows,,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Women who were first married by age 15 (% of women ages 20-24)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,cols,,
operations/Fistula Operation,operations,Teenage Mother - Countries,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,rows,,
operations/Fistula Operation,operations,Teenage Mother - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Mother - Fistula Countries ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Mother - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),avg,quantitative,cols,,
operations/Fistula Operation,operations,Teenage Mothers,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Fistula Country,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Fistula Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Violence Against Womens - Countries,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),sum,quantitative,rows,,
operations/Fistula Operation,operations,Violence Against Womens - Fistula Countries,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Violence On Women - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Violence On Women - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),avg,quantitative,cols,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Women who were first married by age 15 (% of women ages 20-24)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,rows,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Women who were first married by age 15 (% of women ages 20-24)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,rows,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),sum,quantitative,cols,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,rows,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),sum,quantitative,rows,,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),sum,quantitative,cols,,
operations/Fistula Operation,operations,Woman Married In Teenage Ages - Country,circle,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Women who were first married by age 15 (% of women ages 20-24)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,rows,,
operations/Fistula Operation,operations,Woman Married In Teenage Ages - Fistula Country,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Woman married in teenage ages- Fistula Region/Year,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Woman married in teenage ages-Fistula Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Woman married in teenage ages-Region,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Woman married in teenage ages-Region/Year,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Women under Violence - Fistula Region ,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Women under Violence - Fistula Region/Year,line,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Women under Violence - Region ,bar,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Women under Violence - Region/Year,line,Clean,,,,,,,,,,
operations/isfd-operations,operations,approval by year,bar,Flagged,M8_sum_on_identifier,WARNING,SUM is applied to 'Number of Records' which appears to be an identifier or code field. Summing identifiers produces a meaningless total.,"Use COUNT or COUNT DISTINCT to count records, not SUM.",Number of Records,sum,quantitative,rows,,
operations/Netflix CS Operation Overview - Sample,operations,ASA Skill Distribution,circle,Clean,,,,,,,,,,
operations/Netflix CS Operation Overview - Sample,operations,ASA by Week,bar,Clean,,,,,,,,,,
operations/Operation Fistula - Madagascar,operations,Sheet 3,bar,Clean,,,,,,,,,,
operations/Operation Fistula Madagascar,operations,Age,circle,Clean,,,,,,,,,,
operations/Operation Fistula Madagascar,operations,Number of Deliveries,circle,Clean,,,,,,,,,,
operations/Operation Fistula Madagascar,operations,Number of Deliveries (2),bar,Clean,,,,,,,,,,
operations/Operation Fistula Pilot MM2020_W48,operations,Sheet 1,line,Clean,,,,,,,,,,
operations/Operation Fistula Pilot MM2020_W48,operations,Sheet 1 (2),line,Clean,,,,,,,,,,
operations/Operation Fistula Pilot MM2020_W48,operations,Sheet 1 (5),bar,Clean,,,,,,,,,,
operations/Operation,operations,Opened Incidents,line,Clean,,,,,,,,,,
operations/Operation,operations,Opened Problems,line,Clean,,,,,,,,,,
operations/Operation,operations,Opened Requests,line,Clean,,,,,,,,,,
operations/Operation,operations,Overdue,bar,Clean,,,,,,,,,,
operations/Operations (1),operations,DownTime-Type,bar,Clean,,,,,,,,,,
operations/Operations,operations,Sheet 258,square,Clean,,,,,,,,,,
operations/Operations,operations,Sheet 372,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_2187693913233235979' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2187693913233235979,usr,quantitative,rows,,
operations/Operations,operations,Sheet 373,pie,Clean,,,,,,,,,,
operations/Operations,operations,Sheet 8,pie,Clean,,,,,,,,,,
operations/Quarterly statement of BH central government operations,operations,1_export_excel,square,Clean,,,,,,,,,,
operations/Quarterly statement of BH central government operations,operations,2_export_CSV,square,Clean,,,,,,,,,,
operations/Quarterly statement of BH central government operations,operations,Main,square,Clean,,,,,,,,,,
operations/Sales Operations Cases Portfolio,operations,Case By Team,line,Clean,,,,,,,,,,
operations/Sales Operations Cases Portfolio,operations,Case Type,bar,Flagged,M8_sum_on_identifier,WARNING,SUM is applied to '*Team 1 Ids' which appears to be an identifier or code field. Summing identifiers produces a meaningless total.,"Use COUNT or COUNT DISTINCT to count records, not SUM.",*Team 1 Ids,sum,quantitative,cols,,
